"","Gene","EffectSize","Avg","t_stat","p.value","q.value","log_odds","min_samples"
"1","IL6R",-1.53196161020178,5.10786932131493,-29.8492555802125,9.97380672751631e-06,0.0154294790074677,3.69969457991217,4
"2","CCND1",0.986375864119284,6.97317181053157,17.6509079566134,7.55055382984753e-05,0.0319219797212034,2.50028846028745,4
"3","LATS2",-0.906579302481369,5.06644808752821,-14.273089177753,0.000170272631577415,0.0319219797212034,1.83870034752465,4
"4","EPHA2",-0.757944547567861,5.22845844312438,-14.0291194682295,0.000181852887839009,0.0319219797212034,1.78107089717568,4
"5","SCD",-0.746378090426381,5.24866482111879,-13.6328457735548,0.000202850280100356,0.0319219797212034,1.68409455130323,4
"6","GMNC",-0.78934441381851,5.5575620843621,-13.5907585776299,0.000205255040673936,0.0319219797212034,1.67354191712325,4
"7","ERBB3",0.725439926947046,6.44460269220107,12.9138667968508,0.000249333920402054,0.0319219797212034,1.49678384949021,4
"8","MAP3K11",-0.796534715916277,5.77620559587878,-12.8181220645974,0.000256492672013406,0.0319219797212034,1.47066903486891,4
"9","KIF2C",-0.693810318299781,5.08986695602068,-12.7313997375762,0.000263200404866298,0.0319219797212034,1.44676700608088,4
"10","CHMP4C",-0.62108624918372,5.67902896581998,-12.2840855838328,0.000301513712982042,0.0319219797212034,1.31961593076593,4
"11","ELF3",-0.650578152255603,6.47874107272138,-12.2429150447542,0.000305381331846253,0.0319219797212034,1.30757825870209,4
"12","ELF3-AS1",-0.650578152255603,6.47874107272138,-12.2429150447542,0.000305381331846253,0.0319219797212034,1.30757825870209,4
"13","NO_SITE_25",0.76955316777733,6.20719072665928,12.0838544245293,0.000320920303935743,0.0319219797212034,1.26052365948733,4
"14","GATA6",-0.987563279173544,5.04171269988838,-11.9854990638385,0.00033102584006473,0.0319219797212034,1.23098546485399,4
"15","KRT8",-0.704310504039727,5.70330378711988,-11.8718267299797,0.000343206692605262,0.0319219797212034,1.19641857082543,4
"16","NRP2",-0.596477185897576,5.81527460105007,-11.6403025107163,0.000369802157894889,0.0319219797212034,1.12455955831397,4
"17","CEBPA",-0.853111467919251,5.48640410481744,-11.5269660773523,0.000383761701551509,0.0319219797212034,1.08865469841471,4
"18","CEBPA-DT",-0.853111467919251,5.48640410481744,-11.5269660773523,0.000383761701551509,0.0319219797212034,1.08865469841471,4
"19","SLC5A1",-0.740801387500357,5.86455886919398,-11.3819704295978,0.000402596751009999,0.0319219797212034,1.04200437197759,4
"20","ARRDC3",-0.56935332912445,5.88887152862322,-11.2380459941341,0.000422450880764924,0.0319219797212034,0.994887043607652,4
"21","CCND3",0.834775218392265,6.78395373815202,11.0640600421244,0.000448116875057545,0.0319219797212034,0.936821947996758,4
"22","SDC4",-0.747567374177977,5.67139538665335,-10.9971998771493,0.000458497142219463,0.0319219797212034,0.914179660473907,4
"23","PAX2",0.583015473543949,7.01286605702104,10.8971445566298,0.000474599569222805,0.0319219797212034,0.879948556821955,4
"24","PAX8",1.20581264432693,6.74802757806154,10.7491953547913,0.000499728875170381,0.0322116904120241,0.828555961295249,4
"25","ZEB2",-0.586741316222024,5.52052278182055,-10.4407654301563,0.00055769902016944,0.0332807895165934,0.718349218427927,4
"26","DINOL",-0.644941433131489,4.78769487651836,-10.432619840997,0.000559341000278882,0.0332807895165934,0.715381012456938,4
"27","GPR32",-0.603620416837532,6.05120949895184,-9.95255797372182,0.000667777434847861,0.0357519243384418,0.534970493920764,4
"28","HNF1B",0.533738733575498,6.86462217721535,9.86507075687438,0.000690288591884172,0.0357519243384418,0.500893167287569,4
"29","CEBPB",-0.524744756143455,5.7176738208998,-9.86283234799835,0.000690876895055469,0.0357519243384418,0.500016271451381,4
"30","TNFRSF10A",-0.520475291612933,4.43452197384379,-9.85358243970066,0.000693314628411929,0.0357519243384418,0.496389958245451,4
"31","FOXA1",-0.617996484552024,5.59207215588211,-9.65793339473763,0.000747488378726258,0.0373020813512749,0.41867064279968,4
"32","RUNX1",-0.525579485687515,5.87736838050295,-9.53066006690171,0.00078558498541196,0.0374859686971021,0.367049316805811,4
"33","ZNF725P",-0.538357420573824,6.16974411017582,-9.41640488275239,0.00082187145285461,0.0374859686971021,0.319975589247581,4
"34","CCNA2",-0.578348020567108,5.37939630882312,-9.38488086247706,0.000832249734538975,0.0374859686971021,0.306863577917467,4
"35","FOXO4",-0.720396754115952,5.50032426211713,-9.27074679838714,0.000871220742517414,0.0374859686971021,0.258935633486186,4
"36","TANC1",-0.587091467321937,5.6908061868013,-9.26400982118541,0.000873591565622678,0.0374859686971021,0.25608409008649,4
"37","APOL1",-0.46649945728002,5.22314130985485,-9.14701699789995,0.000916077035943543,0.0374859686971021,0.206159024670654,4
