"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000000003",1894.01399604796,0.874105577587707,0.125204568063367,6.98141921743072,2.92212916159197e-12,6.58981798481052e-11,"TSPAN6"
"ENSG00000000419",4240.34304403163,-0.121112554769116,0.0982368609087493,-1.23286263067399,0.217627019621253,0.402209682222469,"DPM1"
"ENSG00000000457",511.838964437841,0.07918183538898,0.146392471130987,0.540887347397333,0.588585232388514,0.759046461438212,"SCYL3"
"ENSG00000000460",585.139688741031,-0.816676171188135,0.135134964908924,-6.04341127952004,1.5088936446326e-09,2.32271698971998e-08,"FIRRM"
"ENSG00000000938",26.7765755960521,-0.448375133057853,0.547654911372989,-0.818718363967122,0.412947116763888,0.611672788566753,"FGR"
"ENSG00000000971",3552.31789448186,1.07777693538195,0.111110001898905,9.7000892535542,3.01235004450566e-22,1.6866574541039e-20,"CFH"
"ENSG00000001036",8886.17979122913,0.699123336332512,0.0568686939553158,12.2936415047942,9.79902975303093e-35,1.09732310865272e-32,"FUCA2"
"ENSG00000001084",1428.50629722348,0.168121623489128,0.114542491987253,1.46776642076058,0.142167681617295,0.296840926026784,"GCLC"
"ENSG00000001167",1547.32639794626,0.116465039741286,0.0813969751846602,1.43082761339803,0.152479627026104,0.312308535078508,"NFYA"
"ENSG00000001460",597.391318596621,-0.0352480675656966,0.145987214841986,-0.24144626365979,0.809209259908534,0.908595345372946,"STPG1"
"ENSG00000001461",2123.43443150181,0.437696530233469,0.0767037351841761,5.70632615455427,1.15440696119124e-08,1.55101886876426e-07,"NIPAL3"
"ENSG00000001497",3270.39543502466,-0.434047851590212,0.0891676154329684,-4.86777457805303,1.12861960889968e-06,1.09147304801373e-05,"LAS1L"
"ENSG00000001561",704.005168860863,0.864009898596017,0.225199495152916,3.8366422536131,0.000124727960211929,0.000787676890207864,"ENPP4"
"ENSG00000001617",4498.95980718606,0.668345176008355,0.0818631535189736,8.16417578945882,3.23637314040366e-16,1.11550129431192e-14,"SEMA3F"
"ENSG00000001626",12.3312093619329,-3.79294727306074,1.36835368978404,-2.77190561283857,0.00557291933015122,0.0222575556654379,"CFTR"
"ENSG00000001629",3667.26800700083,0.2730617708817,0.146829258901213,1.85972314322867,0.062924705961951,0.16107440674573,"ANKIB1"
"ENSG00000001630",10143.0195071622,0.841831980971565,0.107460821656772,7.83385021622451,4.73152411054157e-15,1.46273610298875e-13,"CYP51A1"
"ENSG00000001631",2910.11873847919,0.196914528787127,0.126376949861972,1.55815225009146,0.119197161127941,0.261352296483214,"KRIT1"
"ENSG00000002016",764.553705252799,0.292282854476852,0.129376862620579,2.25915862045616,0.0238735197762822,0.0746086810399755,"RAD52"
"ENSG00000002079",89.1793440018146,-1.01227268975243,0.329310121144245,-3.0739191563111,0.00211266674255626,0.00965896279074432,"MYH16"
