"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000135404",54811.7103995236,-0.00627864718865717,0.0813690053069519,-0.0771626390782578,0.93849416269553,0.977427641882274,"CD63"
"ENSG00000135406",81.6631391871341,-0.534876545108537,0.280283686948715,-1.9083399070828,0.0563472982589367,0.21202834715856,"PRPH"
"ENSG00000135407",66.7316534890306,0.106701307857975,0.229882029247196,0.464156803415184,0.642535407073128,0.836102903488931,"AVIL"
"ENSG00000135414",1807.13324002327,0.202122153313146,0.0787689312546871,2.56601365657248,0.0102874777770697,0.0629333354374356,"GDF11"
"ENSG00000135423",85.6576668389692,-0.20408275956319,0.285291879968463,-0.715347242219966,0.4743945036302,0.725893224359615,"GLS2"
"ENSG00000135424",223.875310022244,-0.538780237972641,0.191970624954298,-2.80657646502379,0.00500710272218176,0.0359852286933869,"ITGA7"
"ENSG00000135436",38.8282258267366,0.297001189197969,0.359352004438979,0.826490976895059,0.40852563445627,0.674565498846085,"FAM186B"
"ENSG00000135437",409.858590683684,-0.166470674958189,0.165478197211191,-1.00599763451454,0.314416707951922,0.590021559503238,"RDH5"
"ENSG00000135439",1319.09243512252,-0.0920221452337588,0.130483660753111,-0.70523883758806,0.480661615715913,0.730050659227505,"AGAP2"
"ENSG00000135441",1398.34196575964,-0.0564809701371351,0.126391021816575,-0.446874859664502,0.654965416841185,0.842400583626399,"BLOC1S1"
"ENSG00000135446",9365.76714811273,-0.074235949603962,0.0733041230955907,-1.01271178849184,0.311197845414493,0.587064681060367,"CDK4"
"ENSG00000135447",46.6981630021968,-0.107954197043484,0.76378358653868,-0.141341341901194,0.887600291302157,0.954924891697902,"PPP1R1A"
"ENSG00000135451",1406.50940762353,-0.999725447535421,0.137929308076713,-7.248100215071,4.226578543425e-13,2.33265788633048e-11,"TROAP"
"ENSG00000135452",6242.79670017221,-0.0491016732832211,0.0655138425816101,-0.749485472815238,0.453564651330079,0.710585689770034,"TSPAN31"
"ENSG00000135454",2441.84453981374,-0.0138293426566548,0.153248468201106,-0.0902413108528219,0.928095456912802,0.973029765657759,"B4GALNT1"
"ENSG00000135457",2187.60711608881,0.223345189459936,0.0642869612802964,3.47419111141578,0.000512395941329542,0.00563746563835482,"TFCP2"
"ENSG00000135469",554.127776811917,0.126036356823064,0.110992952249063,1.13553477287679,0.256151320907019,0.52938674375417,"COQ10A"
"ENSG00000135473",1870.10688851572,-0.356224594386876,0.0838508606786387,-4.24831172278743,2.15387554800662e-05,0.000356812499021325,"PAN2"
"ENSG00000135476",1713.81855773621,-1.20529736067311,0.127694003904857,-9.43895033294718,3.76532350711111e-21,4.66303173350163e-19,"ESPL1"
"ENSG00000135477",26.1538977915966,1.43847612660912,0.72079979213963,1.99566667789835,0.0459702164399488,0.184622114310524,"KRT87P"
"ENSG00000135480",306.173594561451,0.336889724129196,0.19110175682664,1.76288135558487,0.0779205022156752,0.260676231263443,"KRT7"
"ENSG00000135482",348.183102908264,0.13429654752165,0.156946373605389,0.855684297996673,0.392172427790436,0.661601628741902,"ZC3H10"
"ENSG00000135486",54952.8679537361,-0.102241885661818,0.0521845983516032,-1.95923488713939,0.0500852852113677,0.195960728692521,"HNRNPA1"
"ENSG00000135502",1055.52575494667,-0.199506869521445,0.15962747970462,-1.24982784850465,0.211362440726499,0.47809011818189,NA
"ENSG00000135503",1405.05086652003,0.0958852466579003,0.0894487084211501,1.07195786669658,0.283738957024532,0.557864299822676,"ACVR1B"
"ENSG00000135506",18273.0533959569,-0.00745614104131832,0.0837298798974998,-0.0890499431080751,0.929042218883693,0.973540910735394,"OS9"
"ENSG00000135517",154.285613909556,0.314335846729241,0.211771845682128,1.48431367595985,0.13772572383389,0.371278132607686,"MIP"
