"","Gene","EffectSize","Avg","t_stat","p.value","q.value","log_odds","min_samples"
"83","NEUROD2",-1.19171845561968,4.3130326799922,-18.4124164597792,4.29812258089113e-06,0.0010056053301003,5.26606627788824,4
"84","PTPRJ",-1.34833328339069,3.37323784209929,-18.1262356248813,4.67328210052225e-06,0.00106283351333298,5.18471007298174,4
"85","IL6R",-1.61945463615103,2.9818331110783,-18.0906317500602,4.72261382839475e-06,0.00106283351333298,5.17447037511881,4
"86","PEG10",-1.36046822024435,3.22951107644453,-18.0178509371262,4.82538534216474e-06,0.00106283351333298,5.15345614016032,4
"87","SLC10A4",-1.15179594941247,3.35216345854169,-17.9420140085063,4.93529686756867e-06,0.00106283351333298,5.13144100062871,4
"88","CRIPT",-1.12555375803726,3.12085492576806,-17.9077333397128,4.98594995001957e-06,0.00106283351333298,5.12144953109837,4
"89","PPARG",-1.56027393800168,3.39224398656032,-17.9034675484362,4.99229597170211e-06,0.00106283351333298,5.12020447401608,4
"90","IGSF8",-1.20440395934283,2.76158121902944,-17.8344989745931,5.09623425790031e-06,0.00106283351333298,5.10002076770087,4
"91","GJA8",-1.25322274266288,3.78152349378593,-17.8274459331958,5.10700693887046e-06,0.00106283351333298,5.09795095867105,4
"92","TUBB2A",-1.13079727170158,3.9507500342205,-17.8240619420444,5.11218513569457e-06,0.00106283351333298,5.09695750282352,4
"93","MBD3L2",-1.75232825631727,3.05191791798055,-17.7827038459388,5.17597552596526e-06,0.00106283351333298,5.08479592469603,4
"94","GJB2",-1.16782869347498,2.98609141143292,-17.7386541865735,5.24495468310646e-06,0.00106283351333298,5.07180236243754,4
"95","USP27X",-1.14074265589535,3.30505408357896,-17.7204981364398,5.27370181647494e-06,0.00106283351333298,5.06643457004876,4
"96","SLFN11",-1.4317072465727,2.64339735474194,-17.6685396787306,5.35700432687053e-06,0.00106283351333298,5.05103365231022,4
"97","RLIM",-1.57568996669424,3.31025611006096,-17.6289037420272,5.42159758565765e-06,0.00106283351333298,5.03924569513903,4
"98","PTPN14",-1.41241264232502,3.09332869921716,-17.6143419229481,5.44555937067712e-06,0.00106283351333298,5.03490629951845,4
"99","EIF4A3",-1.38925880610687,3.18426289799347,-17.6072564408976,5.45726393947192e-06,0.00106283351333298,5.03279315872547,4
"100","CCNE2",-1.89788643355855,2.85566588082654,-17.571950180723,5.51603174478081e-06,0.00106283351333298,5.02224716022899,4
"101","PAPSS2",-1.12298093134263,3.4708566715173,-17.5648771987318,5.52789457987696e-06,0.00106283351333298,5.02013116153773,4
"102","CNNM4",-1.34065030287869,2.95666799816971,-17.5319220836841,5.58356613275976e-06,0.00106301245815747,5.01025755834522,4
"103","POM121L12",-1.12230796859521,3.86996013103804,-17.4794349013095,5.67360777557934e-06,0.00106966785819393,4.99448241148371,4
"104","NRP2",-1.11453514889009,3.24169484831546,-17.4147299618164,5.78698157512776e-06,0.00107717581820462,4.97495090592757,4
"105","LMNB1",-1.28263298942119,3.75099589481431,-17.3754578539767,5.85709853908853e-06,0.00107717581820462,4.96305079310801,4
"106","SPRED2",-1.65761878618324,3.32145374258688,-17.3628389952499,5.87984122404295e-06,0.00107717581820462,4.95921971821166,4
"107","LRRC4B",-1.2966677839476,3.27827281206321,-17.3246769842988,5.94925750172673e-06,0.0010797068357573,4.94761195116326,4
"108","ATP5C1",-1.46844539775508,3.25857903780892,-17.2410741294621,6.10474398381913e-06,0.00108347169279229,4.92206728793019,4
"109","C1orf210",-1.16583878576012,3.556346368735,-17.2388987892876,6.10885340020869e-06,0.00108347169279229,4.92140049834834,4
"110","HDAC5",-1.1823932374191,3.3888708682114,-17.2238427824056,6.13738535491796e-06,0.00108347169279229,4.91678254428669,4
"111","ZNF7",-1.27145165968876,3.10544737470369,-17.1574120333151,6.26517081458664e-06,0.00109606623467079,4.89634513237178,4
"112","EHD1",-1.60044381931924,3.12955353754408,-17.1048418829734,6.36852666705748e-06,0.00110420017274633,4.8801000818118,4
"113","NOTCH1",-1.19020366562692,3.57786648560629,-16.9529952697155,6.67857675013847e-06,0.00114438892538584,4.83281703464064,4
