"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000000003",1894.01399604796,0.521316195609481,0.125382063256192,4.15782115934941,3.21297396049889e-05,0.0005199802268691,"TSPAN6"
"ENSG00000000419",4240.34304403163,-0.0187881497374599,0.0980453016769137,-0.191627231658402,0.848034210028876,0.931894097076548,"DPM1"
"ENSG00000000457",511.838964437841,0.324403052693837,0.145302280894263,2.23260812354285,0.0255747979295916,0.104349623481446,"SCYL3"
"ENSG00000000460",585.139688741031,-0.316220943783291,0.132766576247308,-2.38178126393993,0.0172291279467613,0.0787702462216629,"FIRRM"
"ENSG00000000938",26.7765755960521,-0.202776216976838,0.537856272602839,-0.37700818472479,0.706167522435275,0.852304519997257,"FGR"
"ENSG00000000971",3552.31789448186,0.599830461812088,0.111224892365715,5.39295160511195,6.93096245279615e-08,2.42136896532726e-06,"CFH"
"ENSG00000001036",8886.17979122913,0.294550897704142,0.0569542818345805,5.17170769635272,2.31964248427004e-07,7.14693346173928e-06,"FUCA2"
"ENSG00000001084",1428.50629722348,0.317244111502691,0.114236780159092,2.77707504589048,0.00548505129296623,0.0337797331375682,"GCLC"
"ENSG00000001167",1547.32639794626,0.143666822042861,0.0811208084691208,1.77102305504695,0.076556867938858,0.222170905658071,"NFYA"
"ENSG00000001460",597.391318596621,0.134831786096921,0.144458976643913,0.933356924085632,0.350635713338381,0.580938812974839,"STPG1"
"ENSG00000001461",2123.43443150181,0.325332136320176,0.0766434712177036,4.24474689300122,2.18840297027986e-05,0.000374527005504737,"NIPAL3"
"ENSG00000001497",3270.39543502466,-0.270573136558624,0.0887652556887908,-3.04818742940648,0.00230226282614155,0.017354003956251,"LAS1L"
"ENSG00000001561",704.005168860863,0.402596241705528,0.225449957047979,1.78574547973788,0.0741404779222235,0.217152438246861,"ENPP4"
"ENSG00000001617",4498.95980718606,0.250354399321511,0.0819986588318593,3.05315236722188,0.0022645092646019,0.0171182645982209,"SEMA3F"
"ENSG00000001629",3667.26800700083,0.333818149241452,0.146738028779006,2.2749259480935,0.0229103724627844,0.0965900521281552,"ANKIB1"
"ENSG00000001630",10143.0195071622,0.405151535973318,0.107492944472258,3.76909887399986,0.000163837981480464,0.00209208478782651,"CYP51A1"
"ENSG00000001631",2910.11873847919,0.278013622495618,0.126233111247318,2.20238271677332,0.0276382856811852,0.110461778597321,"KRIT1"
"ENSG00000002016",764.553705252799,0.215907455738925,0.129217972353574,1.67087791122543,0.0947457953320505,0.255794205537724,"RAD52"
"ENSG00000002079",89.1793440018146,-0.616651869199128,0.325536800324921,-1.89426162751382,0.0581902916478814,0.183953036833626,"MYH16"
"ENSG00000002330",1479.48927290323,-0.514085826230798,0.130551137900544,-3.9378119141515,8.22280072524923e-05,0.00117748723664544,"BAD"
"ENSG00000002549",2094.58317961368,0.253068723234164,0.0844306844728111,2.99735486943327,0.00272333494286254,0.0198552629707977,"LAP3"
"ENSG00000002586",8632.67321228032,-0.0242356916525195,0.0895698261265239,-0.270578750686473,0.786715040856177,0.898620783415991,"CD99"
"ENSG00000002587",653.057598200931,0.75033980475864,0.269465692417005,2.78454670065186,0.00536026014464104,0.0331949775614219,"HS3ST1"
"ENSG00000002746",204.178192373765,0.492173778258305,0.219860098768296,2.23857708158765,0.0251834468342096,0.103314699590034,"HECW1"
"ENSG00000002822",1558.51768502141,-0.297362440578256,0.131425965988547,-2.26258516223628,0.023661273642754,0.0988786420133114,"MAD1L1"
"ENSG00000002834",22380.5662215262,-0.122876225732012,0.0909352126450571,-1.35125021603709,0.176615293598507,0.3814572701306,"LASP1"
"ENSG00000002919",1033.40472525566,-0.0166374297113592,0.0903423834746382,-0.184159738446903,0.853888143286694,0.934871590274213,"SNX11"
"ENSG00000003056",12145.9473433259,0.250379165155054,0.0690557193415098,3.6257556585114,0.000288117688819018,0.00329348592259533,"M6PR"
"ENSG00000003096",838.338859203267,0.318995630417376,0.17064689076299,1.86933162972436,0.06157669020144,0.191563868722054,"KLHL13"
"ENSG00000003137",31.1735208359359,-1.74945320747639,0.56844693342304,-3.07760162754619,0.00208673671219589,0.0160231473372676,"CYP26B1"
"ENSG00000003147",32.0693494348524,0.37566569383197,0.451852036761276,0.831390949401526,0.405752810254126,0.632278182410828,"ICA1"
"ENSG00000003249",189.988989211297,-0.554613201189074,0.224178606343551,-2.4739791643594,0.0133617489176289,0.0653123866635535,"DBNDD1"
"ENSG00000003393",2894.26957422964,0.112470079927572,0.0778612242603703,1.44449411110553,0.148600035049259,0.342584024956493,"ALS2"
"ENSG00000003400",337.053077291237,0.252442664212362,0.151991910186249,1.66089539833417,0.0967344566266528,0.259526871442796,"CASP10"
"ENSG00000003402",3795.15948154769,0.228550414325346,0.0714154204502329,3.20029501870139,0.00137286983843786,0.0114906334323441,"CFLAR"
"ENSG00000003436",2614.99485107659,0.459140676269124,0.133230054529504,3.4462244865887,0.000568477907786211,0.00567029214675289,"TFPI"
"ENSG00000003509",995.438083920555,0.21592854339511,0.0968292514631127,2.22999290123985,0.0257479141522964,0.104796440116106,"NDUFAF7"
"ENSG00000003756",2149.94630934003,0.163443481703339,0.0924119985788303,1.76863918340557,0.0769541073866791,0.222871463721723,"RBM5"
"ENSG00000003987",260.280459993139,0.176122243231712,0.311746899455113,0.564952670065194,0.572105957290914,0.764924607023767,"MTMR7"
"ENSG00000003989",100.251648476403,0.482152808663308,1.20458363356525,0.400265116699504,0.688961258006848,0.84153289119468,"SLC7A2"
